2573180,3564288
5846150,6653644
1001965,1842191
928197,1710188
1022270,1828195
981664,1649685
2629961,3395216
3861776,4612464
2311621,3625553
994329,1602993
1142367,1930325
1029903,1965064
1023553,3325081
956215,1661800
2758028,3597929
2282639,3130630
2280053,3002231
3609504,4403353
942040,1573640
2250048,2933436
971352,2417185
1045358,1821083
902085,1577538
1247056,1956370
1028221,1777599
1111552,1948000
970003,1551731
1359999,1970955
894025,1451820
1193302,1828267
1051282,1830899
1007666,1830702
3487671,4284703
1164871,1961414
1192418,2035074
2240110,3133499
2648717,3508487
945149,1719959
1097111,1886175
918604,1635887
2332931,3158591
2518259,3307574
876297,1498024
3217855,4049839
954609,1776185
930661,1600197
924152,1623013
942890,1565025
1008553,1643841
958685,1795139
2287431,3053870
1127163,1906942
1002092,1668079
1093216,1866431
1040997,1847522
1213418,1828422
998091,1670928
951770,1621321
1001763,1808257
877260,1479475
1226875,1878498
1241709,1856299
996019,1869444
1157010,2118199
1021128,1760644
1198470,1960834
978426,1783945
1675858,2269261
1171507,1893156
1000887,1609252
4292590,5021554
1003735,1694852
919178,1556291
977315,1657135
2409844,3091076
4574748,5309083
18111258,19902995
1003930,1762445
1920601,2632531
2753918,4274586
1017804,1653433
2387720,3100858
937755,1672741
4173751,5411715
2300137,2951735
940007,1717451
2852735,3506599
939388,1742853
2262733,2951052
958504,2107530
4141657,4769371
983612,1516291
2322495,2875215
1015926,1565767
938982,1450217
917454,1445590
943014,1466028
1053661,1579012
1939155,2957356
1087645,1665284
1067472,1725785
4401615,5046630
1038850,1570989
3023079,3745663
916272,1485340
933078,1446199
917535,1438908
979211,1502062
884860,1426171
2240682,2850967
979528,1563096
2280864,2883593
951205,1531765
2423092,3027414
2392829,3012939
999320,1509519
991806,1550282
2356489,2995420
2251222,2767816
899784,1530778
950331,1601980
958455,1522547
890115,1411013
1005250,1526051
953390,1500069
972842,1490463
879766,1409535
849090,1433831
879868,1396140
882002,1420834
6722461,7268572
941716,1476769
966276,1485279
1040214,1577304
1014149,1626831
888190,1487568
1012867,1567843
910648,1439380
2266953,2881146
1076125,1703123
908869,1630943
975422,1491138
1005526,1527037
1167683,1700813
930384,1441491
894374,1386667
1096988,1604272
962035,1466590
2237181,2774172
2064790,2701952
941369,1602690
904265,1434159
931578,1517691
2292591,2813932
958327,1628672
2534371,3128453
1004962,1530816
4283271,4835165
2246356,2847314
2625922,3296912
911039,1525083
2405303,2965395
986086,1548553
922091,1489830
2314501,2912930
909572,1464520
1742667,2296827
976802,1684741
2286675,2894012
947820,2543324
1011088,1634559
853535,1385208
987903,1490198
893757,1403923
911538,1500133
1065672,1644480
2163507,2757367
954871,1550751
883701,1413852
910180,1560380
1170842,1810760
878053,1384699
986178,1494224
960239,1464824
2297608,5888852
2091504,2600016
4120994,4683417
1049593,1632994
904160,1394534
1062417,1765765
3219958,3875995
872303,1456223
895099,1405445
2263277,2901558
940555,1538547
815622,1380192
960789,1543141
892400,1423442
955256,1451899
2121669,2653073
875570,1388109
860302,1376339
895437,1408390
844682,1442178
2306885,2968465
944607,1527567
27417861,28227600
979393,1480598
4030864,4692868
3562767,4305504
1578718,2285386
4113668,4657253
875741,1462021
2067887,2760082
890401,1341177
720645,1183917
3226153,3809408
3080461,3619261
9592614,10170042
823260,1268064
879886,1354034
2049906,2516359
3049800,3478505
785924,1275309
3285976,3863440
874488,1401710
1026068,1566390
960269,1494150
899988,1336621
2331522,2947884
729505,1232865
947739,1420108
2161171,2693545
833700,1285429
859180,1353730
831828,1264970
870426,1390903
3432524,4007010
5317658,5801585
992359,1580978
923539,1448032
851168,1357211
808589,1313288
1071721,1660293
2072145,2527277
773592,1200285
1251696,1728173
847866,1314910
815953,1343649
929421,1417023
3216084,3782171
897498,1453375
766902,1221604
946321,1497466
915815,1459180
919083,1460176
871280,1347007
870210,1467546
926005,1438884
880541,1287480
2052357,2564786
838216,1349550
2203593,2716377
727078,1220518
796908,1306469
797899,1312294
6583051,7074798
865783,1428399
1129998,1767753
2304271,2784935
892995,1362091
2582671,3049755
889414,1356298
837725,1288631
920073,1378704
3986553,4479299
811244,1307697
859741,1337462
994789,1463585
841320,1316761
912884,1393710
22431803,23078243
5550065,6132778
762377,1210953
719626,1136551
799661,1262883
989533,1498340
1013187,1468477
1628783,2107862
2107997,2595945
1018624,1446406
916315,1474737
903007,1391986
1005219,1481191
2070458,2581165
913287,1386336
1079682,1586186
916547,1432637
1179696,1660637
1007187,1546690
987767,1575745
3063310,3633709
902395,1474770
9822829,10405831
889546,1347599
2039424,2509391
885700,1349876
2186883,2691350
748655,1137558
2080199,2512993
735991,1175858
843436,1292303
11980188,12511372
1292811,1854262
2156864,2724313
870859,1336371
3225340,3807250
3037138,3591970
1007373,1487350
2365496,2861456
814472,1389321
951213,1546884
905182,1426637
931834,1443975
1227669,1712573
2207849,2685813
863884,1371024
804967,1319264
2375718,2845340
2292410,2741521
1047681,1579470
2218685,2763535
2273586,2713289
957396,1458322
911447,1372590
802592,1270185
2205392,2623798
934137,1400984
936256,1431210
856898,1336173
1080168,1674485
3545988,4043560
1048232,1570203
820639,1253050
2258650,2711172
754223,1146187
4709290,5184460
14513248,15039409
820859,1265041
832871,1301609
3351794,3882732
968846,1463051
849574,1331208
897460,1365586
3368865,3838370
1042196,1603804
24560777,25115673
959821,1435270
2228671,2812012
1267298,1733267
818548,1278799
789939,1260739
837774,1272900
1023819,1532876
2364122,2826141
927222,1402984
3789458,4293518
35029778,35624196
4135667,4738829
862502,1313955
966791,1382942
2145172,2610522
752910,1194047
25776215,26381847
814155,1273482
861091,1326499
900947,1342285
720967,1113608
930430,1408921
2300640,2784179
2179416,2628987
779784,1184038
2447870,2930094
724606,1157179
2321996,2875298
2294245,2766508
834026,1299303
914057,1395708
864174,1315405
1015868,2132640
944673,1413410
856037,1367997
1074500,1604004
1952431,2480816
867426,1389599
866230,1312918
817205,1196970
860698,1361311
1979596,2482506
2220567,2804183
771870,1278605
896009,1413381
915260,1417182
2122698,2603055
2130465,2610307
18655202,19311068
763628,1193377
777191,1182775
2482215,2943395
4207632,4745154
2190939,2768854
834460,1331964
975159,1442306
2290444,2782188
917664,1375215
862661,1364775
841954,1280211
837740,1289130
2205972,2676254
2109998,2641097
915485,1430127
775016,1240470
921472,1410468
2316480,2854771
1018914,1507046
810745,1273341
853239,1310379
773373,1175881
3935967,4583525
2011587,2544937
907405,1370885
970820,1421607
2323041,2810551
857438,1306706
957887,1385743
728324,1180039
862893,1365449
866142,1325425
899741,1486141
923722,1478023
2118343,2564728
864105,1295927
836470,1327543
777260,1202245
833456,1262754
4340150,4803070
836556,1302647
1043376,1511369
806482,1283029
2165142,2661288
885684,1353828
818506,1311295
4177198,4683115
890830,1344257
854212,1293495
802373,1283516
848786,1319215
11705314,12305258
4396870,4838690
903202,1396681
940867,1411074
877095,1347875
2246333,2789066
871432,1321693
810435,1214513
915219,1439564
1964204,2427325
771131,1229496
3091004,3580673
759554,1224311
2202270,2809252
26198415,26899424
997828,1437322
966888,1515065
2063680,2522276
805753,1258683
2019371,2489967
937905,1403373
2012613,2506585
781806,1211889
1944405,2400450
825093,1295951
4214245,4682352
932311,1541495
879999,1440537
840060,1347979
2073385,2552923
1927932,2449696
875311,1327693
2775048,3298304
884304,1373769
808874,1292922
901646,1368736
858731,1425636
886969,1396122
2050658,2535894
988493,1463672
890832,1375662
925688,1385282
847805,1336100
1040288,1585215
865125,1530442
872209,1339786
919816,1400228
2084453,2561635
2012968,2489379
2232624,2737198
930130,1415167
5641328,6147929
861573,1351943
860478,1327167
2275317,2815952
2227858,2686074
841665,1343934
834887,1319058
2059219,2526136
922095,1424037
944037,1389818
10985310,11573862
4657995,5091565
845138,1273291
765161,1178003
794511,1180465
728666,1165007
2010861,2438307
938488,1401287
2212718,2683766
6364467,6773819
847732,1306710
791401,1228942
898595,1350697
865829,1417857
860824,1325695
1790757,2250149
